,selpT0,selpT1,selpT2,selpT3,selEta0,selEta1,selEta2,selEta3,selPhi0,selPhi1,selPhi2,selPhi3,selCharge0,selCharge1,selCharge2,selCharge3,dPhi0,dPhi1,dRA0,dRA1,event,invMassA0,invMassA1,Predict
465,21.505138397216797,12.646224975585938,30.415700912475586,45.38849639892578,1.5651136636734009,0.16102775931358337,1.2477703094482422,0.7049152851104736,0.8910467624664307,-2.013815402984619,-0.2521871030330658,-2.7285966873168945,-1.0,1.0,1.0,-1.0,2.90486216545105,2.476409673690796,3.226403778729632,2.535211322434111,18.0,41.266223862332076,73.14619158023508,0.0
20847,38.7166633605957,11.015275001525879,65.6763916015625,153.95433044433594,-0.3642318844795227,-0.8909499645233154,-0.871890664100647,-0.24487188458442688,1.2256410121917725,1.4040371179580688,0.5794684290885925,1.9220919609069824,1.0,-1.0,-1.0,1.0,-0.1783961057662964,-1.3426234722137451,0.5561088979665753,1.4818199537658197,19.0,11.602379330570795,140.55342727388495,0.0
8067,28.632719039916992,6.484251976013184,25.559785842895508,15.066646575927734,-0.9302881956100464,2.08125376701355,0.8773359656333923,-1.589993953704834,1.6685148477554321,-0.8280425667762756,-2.379014253616333,0.2063964158296585,-1.0,1.0,-1.0,1.0,2.4965574741363525,-2.5854105949401855,3.911800544033569,3.573802620377795,20.0,63.86126193251398,72.30118678583251,0.0
2130,22.66802978515625,9.750936508178711,17.445648193359375,3.1623339653015137,2.0540757179260254,-0.15390506386756897,-0.7128750681877136,1.6008033752441406,-1.977722406387329,-1.9673526287078857,1.8697855472564697,0.5232831239700317,1.0,-1.0,-1.0,1.0,-0.01036977767944336,1.346502423286438,2.2080052218861965,2.676971608241198,21.0,39.913346147221425,23.21117722020168,0.0
7118,26.52109718322754,20.996967315673828,22.34652328491211,21.119701385498047,-1.1330482959747314,-0.2777368128299713,-2.1334455013275146,-1.0979771614074707,-2.117006540298462,1.193910837173462,3.0851800441741943,1.1055580377578735,-1.0,1.0,1.0,-1.0,-3.310917377471924,1.9796220064163208,3.41960987023745,2.2340765365726734,22.0,51.42323014478974,43.26684983045689,0.0
18892,19.115463256835938,13.909552574157715,43.57558059692383,7.333590984344482,1.2858787775039673,-0.4393261969089508,-0.7502202391624451,1.1191260814666748,-1.197317361831665,2.574854850769043,0.930783212184906,-2.320207118988037,1.0,-1.0,1.0,-1.0,-3.772172212600708,3.250990390777588,4.147965200242858,3.7501192528000082,23.0,44.37878809195642,52.50405628608219,0.0
17185,18.3110294342041,21.59163475036621,107.54622650146484,17.734142303466797,1.171297311782837,1.5589816570281982,2.25119948387146,1.7948880195617676,-0.09378121048212051,2.1129021644592285,2.1032211780548096,-1.787371277809143,1.0,-1.0,1.0,-1.0,-2.206683397293091,3.890592575073242,2.24048003058213,3.917260616511939,24.0,36.33880831862867,83.73861790603425,0.0
17154,3.7012345790863037,13.38645076751709,41.89607620239258,66.24005889892578,0.9484627842903137,0.037161558866500854,-0.9846644401550293,-0.37725111842155457,-2.5932517051696777,-0.5591779947280884,-1.8526382446289062,0.5747343897819519,-1.0,1.0,1.0,-1.0,-2.034073829650879,-2.427372694015503,2.2288845466392653,2.502216837699467,25.0,13.691238666668177,103.92345330868032,0.0
9781,34.60475540161133,23.403451919555664,38.8798942565918,3.517751932144165,1.4057570695877075,1.0786428451538086,0.744586169719696,0.8329630494117737,-1.069434404373169,1.601401448249817,1.979340672492981,0.6997431516647339,-1.0,1.0,-1.0,1.0,-2.6708359718322754,1.279597520828247,2.690793285308302,1.2826458155601272,26.0,56.13136988380558,14.00268314879856,0.0
7762,12.957183837890625,9.362709999084473,43.67634582519531,25.682273864746094,0.18916277587413788,-1.8150718212127686,0.007994020357728004,-0.9173340201377869,1.9494911432266235,-0.7635225653648376,-2.335474967956543,0.6171902418136597,-1.0,1.0,1.0,-1.0,2.7130136489868164,-2.952665328979492,3.3730400532096176,3.094263156661427,27.0,33.722928146874956,74.01264226967078,0.0
4422,47.09510040283203,14.735838890075684,54.695316314697266,30.336477279663086,-0.805834949016571,-0.9425710439682007,-0.1281636655330658,-0.733700156211853,1.9951543807983398,-0.9000189900398254,-1.4218764305114746,1.7615901231765747,1.0,-1.0,1.0,-1.0,2.8951733112335205,-3.1834664344787598,2.898400466074605,3.2405451616824754,28.0,52.41193631228917,85.21368713386731,0.0
23004,15.608537673950195,46.189544677734375,16.790863037109375,78.91142272949219,-1.4137110710144043,-1.5745748281478882,-1.8003058433532715,-1.61678147315979,2.637816905975342,0.7472140192985535,2.061899423599243,0.5247055292129517,1.0,-1.0,-1.0,1.0,1.8906028270721436,1.5371938943862915,1.8974341090252071,1.548110546244488,29.0,43.7482393783162,51.046110227024954,0.0
7129,50.000553131103516,11.413786888122559,63.54545211791992,10.591724395751953,1.7406195402145386,1.8979227542877197,0.8781522512435913,2.310947895050049,-2.23471736907959,1.3424667119979858,0.5160859227180481,2.7348721027374268,1.0,-1.0,1.0,-1.0,-3.5771842002868652,-2.2187862396240234,3.5806411582200934,2.6411958908902755,30.0,46.80118359571088,61.591261511712666,0.0
1259,38.33541488647461,6.8711137771606445,12.18486213684082,37.30727767944336,-1.7130032777786255,-1.4501688480377197,-0.8628512024879456,-1.8794344663619995,2.4081623554229736,-2.363825798034668,-0.6354029178619385,2.524996519088745,1.0,-1.0,1.0,-1.0,4.7719879150390625,-3.1603994369506836,4.779220710402072,3.3198743970639697,31.0,22.665761154511387,48.26840570786128,0.0
821,42.30964660644531,53.827274322509766,19.540742874145508,18.17002296447754,-0.31601622700691223,0.10655105113983154,0.21197590231895447,0.35054829716682434,-0.510526180267334,2.4762122631073,-0.4133806824684143,2.7693848609924316,-1.0,1.0,1.0,-1.0,-2.986738443374634,-3.182765483856201,3.0164829907845125,3.1857806631719443,32.0,97.30312200763689,37.768372745544205,0.0
2515,16.04422378540039,17.58034896850586,37.04049301147461,14.052970886230469,0.24224147200584412,-0.5695798993110657,-1.7929739952087402,-0.2677736282348633,-2.613844394683838,1.4325429201126099,0.6722934246063232,-0.22854891419410706,1.0,-1.0,1.0,-1.0,-4.046387195587158,0.9008423089981079,4.127021108154191,1.7713703805523822,33.0,33.30166796670289,43.11838603312968,0.0
16919,85.40412902832031,11.80373477935791,30.39046287536621,6.411461353302002,1.7042156457901,1.73926842212677,1.2987416982650757,0.6482366323471069,-2.656550645828247,0.5668906569480896,0.04386605694890022,-2.3393590450286865,1.0,-1.0,1.0,-1.0,-3.2234413623809814,2.383225202560425,3.2236319445367,2.4704087125219014,34.0,63.45738601524514,27.53174276745071,0.0
8734,30.383928298950195,17.91677474975586,61.66851806640625,5.203805446624756,-0.7164356708526611,-0.943606972694397,-0.43478110432624817,0.9061638712882996,0.4666096866130829,2.468548536300659,-2.619600534439087,-2.701632499694824,1.0,-1.0,1.0,-1.0,-2.001938819885254,0.0820319652557373,2.014786797391732,1.3434518044485884,35.0,39.64824245764095,25.904008808434053,0.0
11062,6.553006649017334,29.890758514404297,39.88473129272461,36.32102584838867,-0.16976629197597504,1.4471274614334106,1.4252575635910034,1.3878841400146484,0.34898263216018677,2.90017032623291,0.07652900367975235,2.7879550457000732,-1.0,1.0,1.0,-1.0,-2.551187753677368,-2.711426019668579,3.0204146093731663,2.7116835790566736,36.0,36.75617703558977,74.38202455382854,0.0
2139,43.73153305053711,50.676597595214844,40.02738952636719,18.572763442993164,-0.7753453850746155,-0.6840289831161499,-0.956806480884552,-1.922232985496521,-0.034775346517562866,-2.913095474243164,0.20239651203155518,2.6005780696868896,1.0,-1.0,-1.0,1.0,2.8783202171325684,-2.398181438446045,2.8797683861068957,2.585212282872419,37.0,93.43677672530723,57.704563597768555,0.0
8299,18.136402130126953,29.35433578491211,33.770851135253906,11.052327156066895,-0.893918514251709,0.6745089888572693,0.888309121131897,0.2435169816017151,0.30649301409721375,-1.5012916326522827,-2.648030996322632,2.1878483295440674,-1.0,1.0,-1.0,1.0,1.8077846765518188,-4.835879325866699,2.3933345892823596,4.878676639985978,38.0,53.99877515441767,28.551247477834167,0.0
5244,46.17170715332031,21.607986450195312,52.55601501464844,6.022465705871582,1.1622395515441895,1.6808581352233887,2.2575137615203857,1.7398217916488647,0.26521435379981995,1.4961601495742798,2.226959228515625,-2.11095929145813,1.0,-1.0,1.0,-1.0,-1.2309458255767822,4.337918281555176,1.335736823196218,4.3687000346922495,39.0,40.05771525469902,30.84354452512556,0.0
10251,46.59274673461914,6.688722133636475,58.02924728393555,17.71831703186035,-1.6726486682891846,-1.0001527070999146,-0.355423241853714,-1.4083764553070068,1.8247171640396118,-1.8365126848220825,-1.0748791694641113,1.7401803731918335,1.0,-1.0,1.0,-1.0,3.6612298488616943,-2.8150596618652344,3.7224796606578936,3.0055401232296544,40.0,36.2028109356021,72.47974330315755,0.0
19630,44.24528503417969,61.825439453125,10.978524208068848,7.203563690185547,-0.5247299075126648,0.6261330842971802,-0.4903221130371094,1.4698318243026733,-2.812751054763794,-0.2681542634963989,-0.4534919559955597,2.7490017414093018,-1.0,1.0,1.0,-1.0,-2.5445966720581055,-3.202493667602539,2.7927509219715847,3.7547528745715097,41.0,118.47656693700219,27.028631395636463,0.0
21961,30.65997314453125,11.33655834197998,32.701534271240234,10.567413330078125,2.234692096710205,0.49249720573425293,0.2076743096113205,1.7958139181137085,-0.9771299958229065,-1.2094275951385498,-2.946603298187256,-0.39409053325653076,1.0,-1.0,1.0,-1.0,0.2322975993156433,-2.5525126457214355,1.7576134992627137,3.006244894324597,42.0,37.000188272397516,48.339370497578024,0.0
6103,18.8411922454834,9.858916282653809,19.646358489990234,28.54302978515625,-0.6144139170646667,-1.7244393825531006,0.028648829087615013,-1.0457839965820312,0.8906518220901489,-0.7849223017692566,-0.19504952430725098,-2.453273057937622,1.0,-1.0,-1.0,1.0,1.6755740642547607,2.258223533630371,2.009901700708442,2.500795768700828,43.0,25.762909395268267,50.45074179974933,0.0
6087,16.425132751464844,7.962139129638672,32.07472229003906,30.912782669067383,0.5748633146286011,-1.0851221084594727,0.20715560019016266,-2.008537530899048,-2.836693048477173,-0.07774502784013748,-0.737719714641571,2.3759303092956543,-1.0,1.0,1.0,-1.0,-2.7589480876922607,-3.11365008354187,3.2198363553829368,3.821532854251789,44.0,30.90805098885013,105.73753346525721,0.0
16618,9.338356971740723,48.03192901611328,29.78384780883789,51.52839279174805,-0.594965398311615,1.0137118101119995,0.42251935601234436,1.4345186948776245,-0.9794875383377075,-1.5764005184173584,0.43068182468414307,-2.0115458965301514,1.0,-1.0,-1.0,1.0,0.5969129800796509,2.442227840423584,1.715851763678873,2.6435997326985166,45.0,39.85995415577347,84.43271832744053,0.0
226,28.94659996032715,7.338891983032227,37.0622444152832,18.449670791625977,-1.2006359100341797,-1.7682448625564575,0.45812156796455383,-1.031192660331726,-1.6962743997573853,0.7398990392684937,1.0359843969345093,2.688955307006836,-1.0,1.0,-1.0,1.0,-2.436173439025879,-1.6529709100723267,2.501423784167452,2.2249426085589343,46.0,28.611953246988985,57.43178691751285,0.0
21778,49.510894775390625,13.055989265441895,76.56721496582031,13.589524269104004,-1.5379467010498047,-0.9837710857391357,-0.9870762825012207,-2.029918670654297,1.5698977708816528,-2.7965104579925537,-1.4423407316207886,1.0719634294509888,-1.0,1.0,-1.0,1.0,4.366408348083496,-2.5143041610717773,4.4014352744097245,2.7219929575426285,47.0,43.98753985165002,70.73744853855658,0.0
1844,14.53364372253418,8.913338661193848,24.847984313964844,58.46179962158203,-1.229030966758728,0.0057411580346524715,-2.3399453163146973,-0.9527187943458557,-1.117614984512329,1.2862962484359741,0.46545979380607605,2.757185935974121,1.0,-1.0,-1.0,1.0,-2.4039111137390137,-2.2917261123657227,2.702489731243599,2.6788815133788524,48.0,25.975631530373327,89.9812641398618,0.0
521,13.093420028686523,6.723731517791748,43.70224380493164,18.40409278869629,-0.12767426669597626,-0.29200226068496704,-0.008874258026480675,-0.485160768032074,-1.3344719409942627,1.6987348794937134,-1.1766072511672974,1.0679335594177246,-1.0,1.0,1.0,-1.0,-3.0332069396972656,-2.2445406913757324,3.0376550213340714,2.2945177589165073,49.0,18.80148997230151,52.89766154393278,0.0
6504,33.492069244384766,7.768543720245361,9.131823539733887,7.493279933929443,-0.49722814559936523,-1.0878596305847168,0.367275208234787,-0.8745847940444946,-2.6246237754821777,-0.06822753697633743,-1.871720314025879,-1.5214154720306396,-1.0,1.0,1.0,-1.0,-2.556396245956421,-0.35030484199523926,2.623739186237093,1.29032159619493,50.0,32.36640983358582,11.319026545515456,0.0
7659,8.440774917602539,24.446395874023438,34.13216781616211,26.060195922851562,0.6747438311576843,-2.125985860824585,-0.22656793892383575,-0.9324011206626892,1.5749287605285645,-2.82320237159729,-0.03477770835161209,2.6943814754486084,-1.0,1.0,1.0,-1.0,4.398131370544434,-2.729159116744995,5.214177470511639,2.818955477830642,51.0,59.463262630741994,62.214498185072536,0.0
4389,12.059013366699219,8.827234268188477,49.20695114135742,6.511923313140869,-1.146673321723938,-0.012324115261435509,-0.004731872119009495,0.23623646795749664,-0.02376950904726982,-2.4101765155792236,1.9161577224731445,-2.3364920616149902,-1.0,1.0,-1.0,1.0,2.386406898498535,4.252649784088135,2.64228803386139,4.259471320500463,52.0,22.80827601686506,30.723290406678228,0.0
14232,28.79463005065918,28.026744842529297,54.94172668457031,45.60468673706055,0.7831370830535889,0.4911032021045685,1.0000112056732178,0.08324096351861954,-0.7726796269416809,1.9590827226638794,-1.6456725597381592,1.4827725887298584,1.0,-1.0,-1.0,1.0,-2.731762409210205,-3.1284451484680176,2.7473277285384228,3.2600056262053374,53.0,56.24708108570708,110.81304538612304,0.0
15385,33.96799850463867,19.247873306274414,43.948787689208984,10.173552513122559,0.006119001191109419,1.8643440008163452,1.2383493185043335,0.28600019216537476,1.9372150897979736,0.29679226875305176,-1.4730982780456543,0.1869335174560547,-1.0,1.0,-1.0,1.0,1.6404228210449219,-1.660031795501709,2.478706747029994,1.9138114903289734,54.0,66.2223486932466,37.56371563484498,0.0
11914,14.63749885559082,5.653940677642822,23.063871383666992,67.76593017578125,-2.0840866565704346,-2.3471219539642334,-2.2653183937072754,-1.491882085800171,-0.6017298102378845,2.4794631004333496,-2.429905891418457,0.7315234541893005,-1.0,1.0,1.0,-1.0,-3.081192970275879,-3.1614294052124023,3.092399988318545,3.2546642847658833,55.0,18.343810863367647,85.05098863607277,0.0
24088,28.26578712463379,9.663979530334473,37.87322998046875,18.35776710510254,0.6317484378814697,-0.5228157043457031,-0.8115205764770508,0.845971941947937,0.10954969376325607,2.0503273010253906,-3.1032779216766357,-0.9534807801246643,-1.0,1.0,-1.0,1.0,-1.9407776594161987,-2.149797201156616,2.2582374281296875,2.7145735309133974,56.0,33.91585421727077,67.38610008297856,0.0
784,7.971771240234375,13.851709365844727,14.708565711975098,54.23440933227539,2.1758315563201904,0.33943971991539,1.7426971197128296,-0.7177324891090393,-1.7892805337905884,0.7293651700019836,2.616502523422241,-0.5333558917045593,-1.0,1.0,1.0,-1.0,-2.518645763397217,3.1498584747314453,3.1170356669174417,3.9969141301898032,57.0,29.828494546517362,104.90258147226996,0.0
3904,35.9422607421875,5.2848591804504395,44.40800476074219,3.9600250720977783,-1.7997080087661743,1.6977007389068604,-0.5819393396377563,-0.646518349647522,-1.6757155656814575,0.16588416695594788,0.817020058631897,2.390737771987915,1.0,-1.0,1.0,-1.0,-1.841599702835083,-1.573717713356018,3.952639402681374,1.5750421866935298,58.0,79.88348568366472,18.800924140414086,0.0
4596,5.269501686096191,25.540019989013672,33.31169509887695,37.4059944152832,-0.5838335156440735,-2.2158360481262207,-2.3162147998809814,-1.0608208179473877,-2.7258431911468506,-1.1342482566833496,1.3811793327331543,-1.7371035814285278,1.0,-1.0,-1.0,1.0,-1.591594934463501,3.1182827949523926,2.2796067415209764,3.361502884004592,59.0,26.836292366092827,84.96591966479687,0.0
1427,52.43031692504883,44.19990921020508,8.172502517700195,9.297431945800781,-1.2139323949813843,-0.18681618571281433,0.8172492384910583,1.4663602113723755,2.7062830924987793,-0.3034350574016571,-3.1112706661224365,0.7467672228813171,-1.0,1.0,1.0,-1.0,3.009718179702759,-3.8580379486083984,3.1801526956035664,3.912263011099513,60.0,109.07267859499484,17.312613741008064,0.0
1913,46.261505126953125,75.15055847167969,30.31620979309082,3.538271903991699,-0.7982627749443054,0.08720334619283676,-0.38463354110717773,-2.0986320972442627,2.4493491649627686,-0.6332675218582153,-2.8968093395233154,-0.9197632670402527,1.0,-1.0,-1.0,1.0,3.0826168060302734,-1.977046012878418,3.2072693346394407,2.616582119383694,61.0,129.62581620411197,26.44903645809639,0.0
2971,19.479228973388672,10.576433181762695,28.251344680786133,99.56999206542969,-2.156235694885254,-0.8886727094650269,-1.2911897897720337,-1.4118273258209229,-0.5144174098968506,2.5887222290039062,-0.7948898673057556,1.3721035718917847,-1.0,1.0,1.0,-1.0,-3.103139638900757,-2.1669933795928955,3.3520428906152975,2.1703487559153682,62.0,34.66351425005611,93.94648874122652,0.0
4746,20.605186462402344,3.8927769660949707,18.70088768005371,4.461678504943848,-0.03494199737906456,1.4962528944015503,0.44155800342559814,-0.7446354031562805,-1.2768051624298096,-1.1167712211608887,1.6925954818725586,1.1424168348312378,-1.0,1.0,-1.0,1.0,-0.1600339412689209,0.5501786470413208,1.5395352420934485,1.3075746567151787,63.0,15.160747846983472,12.50817206340973,0.0
2252,67.56785583496094,28.110111236572266,36.072364807128906,5.433465480804443,-1.3485463857650757,-0.5073696970939636,-1.4641165733337402,0.26064252853393555,-2.320237874984741,0.3760550320148468,1.0532505512237549,-2.7256484031677246,1.0,-1.0,1.0,-1.0,-2.6962928771972656,3.7788989543914795,2.824459860077393,4.153898321694503,64.0,93.01606106361345,38.07565356168459,0.0
7522,49.24898147583008,47.899784088134766,22.910978317260742,30.240386962890625,1.1981394290924072,0.9893001317977905,0.9533904194831848,1.18999183177948,-0.3388333022594452,2.738727331161499,-1.3889859914779663,2.4079294204711914,-1.0,1.0,1.0,-1.0,-3.0775606632232666,-3.7969155311584473,3.084638307470382,3.804280191974933,65.0,97.61994387241333,50.232192134749766,0.0
12100,29.545761108398438,12.255084991455078,56.750816345214844,17.6384334564209,-1.121675729751587,0.49411875009536743,0.34571605920791626,-0.9541123509407043,1.0993596315383911,-3.0792529582977295,2.651994466781616,1.6497751474380493,1.0,-1.0,1.0,-1.0,4.17861270904541,1.002219319343567,4.480133455677632,1.6413401414377744,66.0,47.5645014240714,53.54652121725341,0.0
17366,15.850251197814941,15.910578727722168,19.587438583374023,49.430824279785156,0.4951499402523041,-0.7674703001976013,0.957364022731781,-0.13802121579647064,-1.540231704711914,-0.5512314438819885,2.5327680110931396,0.9986469745635986,1.0,-1.0,-1.0,1.0,-0.9890002608299255,1.534121036529541,1.6038489056820182,1.8850453781203778,67.0,26.18353475994503,56.10785718741879,0.0
6790,39.09568405151367,15.199137687683105,23.647571563720703,9.063741683959961,-0.6908879280090332,-0.13075686991214752,-0.5000820159912109,-1.280568242073059,1.6177794933319092,-1.072489857673645,-2.608017921447754,2.4491260051727295,-1.0,1.0,-1.0,1.0,2.6902694702148438,-5.0571441650390625,2.747962270721343,5.117017281101572,68.0,49.48985218727816,20.521278626051856,0.0
22673,35.010921478271484,15.097641944885254,5.347912788391113,12.055839538574219,0.466334730386734,-0.4080353379249573,0.17758342623710632,-2.122441053390503,1.926560640335083,-2.761216402053833,-2.78544545173645,-0.4261261820793152,1.0,-1.0,-1.0,1.0,4.687777042388916,-2.3593192100524902,4.768624190227668,3.2949203144994423,69.0,38.906370424003235,27.221586300881725,0.0
3165,36.93710708618164,12.300764083862305,41.93159866333008,10.497271537780762,0.456987589597702,1.9983594417572021,2.2639517784118652,1.9061715602874756,1.7191720008850098,-1.4785658121109009,-2.133566379547119,0.4864945113658905,1.0,-1.0,1.0,-1.0,3.197737693786621,-2.620060920715332,3.5498385108368615,2.6443762804753805,70.0,55.918123675353236,41.23812860255801,0.0
2346,31.708370208740234,19.414382934570312,41.8306770324707,25.324865341186523,1.961609125137329,-0.43609100580215454,0.6653268933296204,1.5123873949050903,-2.3298697471618652,0.28848129510879517,1.825403094291687,-1.7211984395980835,-1.0,1.0,-1.0,1.0,-2.6183509826660156,3.5466015338897705,3.550313718603918,3.6463535118688863,71.0,88.84088443292373,69.80450157930704,0.0
859,62.61638641357422,45.1798210144043,9.862814903259277,22.78583335876465,-0.37161874771118164,-0.3915274441242218,-1.1915090084075928,0.0014418803621083498,-0.6681272983551025,1.9884604215621948,-1.711853265762329,1.6800084114074707,-1.0,1.0,1.0,-1.0,-2.656587600708008,-3.3918616771698,2.6566621984039287,3.595532972325238,72.0,103.2694920421921,35.27784065727726,0.0
